Date,Open,High,Low,Close,Adj Close,Volume
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5156.129883,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5126.999023,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5097.867676,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5250.805176,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5323.631348,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5476.565918,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5454.717285,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5374.608887,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5462.002930,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5352.760742,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5411.022949,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5316.346680,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5360.042969,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5534.828125,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5425.587891,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5563.958496,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5651.351563,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5498.415527,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5498.415527,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5432.869141,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5432.869141,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5025.040527,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5039.606445,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4646.342285,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4573.517090,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,4770.147461,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4537.102051,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4172.968262,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4296.772949,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4529.819824,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4420.580078,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4391.447266,27815000
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4311.339844,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4063.728760,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4063.728760,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4369.600586,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4486.124023,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4340.470215,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4384.166992,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4384.166992,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4675.473145,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4690.037598,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4515.254395,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4566.232422,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4704.603027,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4507.969727,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4529.819824,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4660.909668,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4609.928711,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4529.819824,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4391.447266,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,3983.618164,114120000
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4034.597656,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,3888.944092,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3750.574219,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3750.574219,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3488.398193,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3553.941895,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3553.941895,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3553.941895,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3553.941895,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3430.137451,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3167.961426,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,2891.219482,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3029.589844,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3350.028076,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3204.373779,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2767.414063,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,2978.611572,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,2913.067139,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,2934.916016,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,2956.763672,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,2942.198242,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2774.697266,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2774.697266,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2832.957275,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,2869.371582,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2840.240967,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2687.304443,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2665.456543,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2345.018799,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2286.758545,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2206.648193,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2206.648193,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,1995.451660,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,1988.168457,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2111.974121,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2425.127930,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2330.454834,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2432.411865,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2337.736572,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2104.691406,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2104.691406,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,2002.733765,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2075.561279,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2374.150146,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2417.845947,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2505.237793,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2556.216797,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2505.237793,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2483.390137,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2476.106934,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2461.541016,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2294.040283,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2395.997803,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2468.825195,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2388.714844,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2345.018799,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2257.627197,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2301.323486,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2286.758545,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2337.736572,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2476.106934,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2752.848877,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2563.499512,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2345.018799,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2359.584717,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2315.889160,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2257.627197,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2359.584717,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2337.736572,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2374.150146,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2454.259277,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2607.195313,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2548.933838,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2752.848877,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2636.326172,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2541.651123,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2592.628906,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2570.781982,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2432.411865,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2359.584717,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2286.758545,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2286.758545,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2301.323486,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2301.323486,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2301.323486,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2301.323486,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2301.323486,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2439.693848,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2454.259277,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2752.848877,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2840.240967,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2825.675781,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2796.543701,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2701.869873,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2650.891846,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2796.543701,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,2854.805908,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3015.024902,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3073.285645,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3204.373779,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3350.028076,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3313.613770,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3313.613770,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3313.613770,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3313.613770,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,2898.502197,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,2927.632813,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,2993.175781,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3204.373779,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3109.699219,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3124.265137,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,2934.916016,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,2920.350342,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2840.240967,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,2956.763672,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,2964.046387,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,2891.219482,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,2898.502197,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2898.502197,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3007.741455,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3095.134033,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3051.438721,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3087.851318,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3029.589844,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2920.350342,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2796.543701,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2796.543701,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2760.132080,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2723.718262,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2723.718262,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2629.043457,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2709.152832,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2767.414063,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2913.067139,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2920.350342,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2796.543701,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2672.739014,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2650.891846,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2650.891846,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2854.805908,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2832.957275,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2767.414063,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2781.979248,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2818.392822,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2898.502197,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3131.547363,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3160.677002,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3022.307861,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3022.307861,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,2978.611572,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3029.589844,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2905.784668,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2767.414063,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2665.456543,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2665.456543,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2796.543701,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2701.869873,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2650.891846,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2709.152832,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2920.350342,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,2956.763672,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2869.371582,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2891.219482,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3116.982178,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3422.854980,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3269.918457,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3306.331299,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3204.373779,31185000
